wavelength(Angstrom),flux(erg/s/cm2),flux_smooth(erg/s/cm2)
5307.0,1.8797829029883068e-17,1.8989216399826658e-17
5308.0,1.869814336741393e-17,1.9032818744275553e-17
5309.0,1.96673707355841e-17,1.897888822269832e-17
5310.0,1.92404911454901e-17,1.926387179605754e-17
5311.0,1.8490605860584994e-17,1.9063692433458482e-17
5312.0,2.022274728079384e-17,1.8822072976531743e-17
5313.0,1.7697250208908446e-17,1.8905823359191512e-17
5314.0,1.8459267882098466e-17,1.8694751682286356e-17
5315.0,1.9659242447154682e-17,1.8180412431762108e-17
5316.0,1.7435246683327848e-17,1.8460150025676516e-17
5317.0,1.7651057253312565e-17,1.8201318594563773e-17
5318.0,1.9095936407256072e-17,1.7625892055802485e-17
5319.0,1.7165109438459693e-17,1.7925170964507845e-17
5320.0,1.6782114508049585e-17,1.771550218592158e-17
5321.0,1.8931635135603265e-17,1.7226267866988316e-17
5322.0,1.6602718246691414e-17,1.7411126190281667e-17
5323.0,1.664976539730697e-17,1.748677185729964e-17
5324.0,1.808940006477482e-17,1.7194353584594795e-17
5325.0,1.7160342459918148e-17,1.7951515012656434e-17
5326.0,1.746954457168199e-17,1.9029005441651683e-17
5327.0,2.0388525256661646e-17,1.8926564085870666e-17
5328.0,2.2037212088579575e-17,1.8904743061311517e-17
5329.0,1.7577192955223532e-17,1.932540245310291e-17
5330.0,1.7051239588829678e-17,1.9170584020935035e-17
5331.0,1.9572841225722528e-17,1.8743909371729157e-17
5332.0,1.961443718148449e-17,1.963281089286844e-17
5333.0,1.9903838973445563e-17,2.0615671859787624e-17
5334.0,2.202169308107946e-17,2.0218497779947838e-17
5335.0,2.1965545091673153e-17,2.0257883157633937e-17
5336.0,1.7586971902640028e-17,2.0524627398486363e-17
5337.0,1.9811363659765982e-17,1.9931550479814417e-17
5338.0,2.123756219085075e-17,1.9464764188344618e-17
5339.0,1.905630509966232e-17,1.9861569345631206e-17
5340.0,1.96316169865866e-17,1.9661912761179282e-17
5341.0,1.9570998033162264e-17,1.9109099686003968e-17
5342.0,1.8813077424891008e-17,1.9086117299864795e-17
5343.0,1.847349816232161e-17,1.9307636267906495e-17
5344.0,1.8941395481615774e-17,1.9405940066263522e-17
5345.0,2.0739214160197282e-17,1.999030842744651e-17
5346.0,2.0062510964720906e-17,2.062794391135546e-17
5347.0,2.1734921194852548e-17,2.066591646455532e-17
5348.0,2.1661680069609437e-17,2.012673532587488e-17
5349.0,1.9131251470256586e-17,1.95947341149114e-17
5350.0,1.8043312508661327e-17,1.8850064768460537e-17
5351.0,1.740250401992542e-17,1.845294528254118e-17
5352.0,1.801157334625397e-17,1.8251774957568283e-17
5353.0,1.9676089410593933e-17,1.8558824400947967e-17
5354.0,1.8125397597605937e-17,1.856206529458795e-17
5355.0,1.9578561569091897e-17,1.8851664535765215e-17
5356.0,1.7418706271505615e-17,1.8759344561959396e-17
5357.0,1.9459566868660046e-17,1.9066989575380118e-17
5358.0,1.9214487311596786e-17,1.8778232404066432e-17
5359.0,1.9663630601859574e-17,1.9235203370387677e-17
5360.0,1.8134771451468095e-17,1.9185751204646807e-17
5361.0,1.970355836125927e-17,1.8797649641765502e-17
5362.0,1.9212309022628393e-17,1.8958936626323542e-17
5363.0,1.7273979629067664e-17,1.9109797826440963e-17
5364.0,2.047006323658928e-17,1.8706542314737686e-17
5365.0,1.8889076987650034e-17,1.845555421019317e-17
5366.0,1.7687287518301825e-17,1.84899334908121e-17
5367.0,1.7957368370093175e-17,1.830759641402581e-17
5368.0,1.7445870886856673e-17,1.8121657792852467e-17
5369.0,1.9558381139407025e-17,1.8424602766032662e-17
5370.0,1.795938113262498e-17,1.8763942031803966e-17
5371.0,1.9202007930174503e-17,1.9474199010411398e-17
5372.0,1.9654065720632302e-17,1.9442650341848626e-17
5373.0,2.0997155873967084e-17,1.9160575135523143e-17
5374.0,1.9400642392085286e-17,1.894230533292755e-17
5375.0,1.6549004494308993e-17,1.899033805673728e-17
5376.0,1.8110658537417127e-17,1.8466085873752197e-17
5377.0,1.989423337294362e-17,1.8079524521171465e-17
5378.0,1.837588918528412e-17,1.8552622200715044e-17
5379.0,1.746784158752417e-17,1.882547103448811e-17
5380.0,1.891449194158092e-17,1.8452293464218487e-17
5381.0,1.9474902434215432e-17,1.811342238267389e-17
5382.0,1.802834138595119e-17,1.8243341024042692e-17
5383.0,1.668153403549754e-17,1.7853767079671043e-17
5384.0,1.8117434897663995e-17,1.7572423101007057e-17
5385.0,1.696661942050833e-17,1.814105352385561e-17
5386.0,1.806818459941505e-17,1.8623741535421128e-17
5387.0,2.0871491809102936e-17,1.8756017641535708e-17
5388.0,1.9094974609628773e-17,1.9141935447599873e-17
5389.0,1.8778819086064758e-17,1.978294913713049e-17
5390.0,1.889620749959907e-17,1.935629930334299e-17
5391.0,2.127325311849869e-17,1.954915977188218e-17
5392.0,1.8738240768250647e-17,1.950719855376859e-17
5393.0,2.0059276463857326e-17,1.9255088792313452e-17
5394.0,1.856901225203946e-17,1.8222330636483845e-17
5395.0,1.763566384729516e-17,1.7990336253164773e-17
5396.0,1.6109455996991367e-17,1.792775176801901e-17
5397.0,1.757827002573028e-17,1.779528706472477e-17
5398.0,1.974635513771875e-17,1.814050923901255e-17
5399.0,1.790669403344e-17,1.882219870798485e-17
5400.0,1.936177483231046e-17,1.8812123648123955e-17
5401.0,1.9517897417554274e-17,1.851612202900553e-17
5402.0,1.7527898078570652e-17,1.8486436171182226e-17
5403.0,1.82663489471709e-17,1.810512245240753e-17
5404.0,1.775826464055877e-17,1.7775300726764263e-17
5405.0,1.7455206389939113e-17,1.8212736995739455e-17
5406.0,1.7868788966866405e-17,1.822675439839978e-17
5407.0,1.971508041418389e-17,1.855484069911791e-17
5408.0,1.8336435278801733e-17,1.8346460667926003e-17
5409.0,1.9398688588923158e-17,1.8008329085849026e-17
5410.0,1.6413313825560782e-17,1.7748963296060574e-17
5411.0,1.617813077783664e-17,1.815449355444837e-17
5412.0,1.8418247663233524e-17,1.7608086165936668e-17
5413.0,2.036408572020797e-17,1.7928411858147828e-17
5414.0,1.666665496115663e-17,1.8605265629259144e-17
5415.0,1.801493864331946e-17,1.8532238816060512e-17
5416.0,1.9562397381692435e-17,1.7829208087284344e-17
5417.0,1.8053116694690406e-17,1.7883919467359826e-17
5418.0,1.684893173116516e-17,1.7862333362094642e-17
5419.0,1.6940215912908126e-17,1.765914637078834e-17
5420.0,1.7907005709201233e-17,1.8235760740909256e-17
5421.0,1.8546463539549743e-17,1.886687473286884e-17
5422.0,2.0936190943716606e-17,1.8908079907902556e-17
5423.0,2.0004499214559536e-17,1.8764909833120653e-17
5424.0,1.7146237931080744e-17,1.8936477018331502e-17
5425.0,1.7191161230033258e-17,1.822701082438967e-17
5426.0,1.9404294040895385e-17,1.8309058869348805e-17
5427.0,1.7388860544285268e-17,1.864179888819316e-17
5428.0,2.0414740467780288e-17,1.917271152947052e-17
5429.0,1.880993625164533e-17,1.8843855950782714e-17
5430.0,1.9845724938287612e-17,1.9060570653826707e-17
5431.0,1.7760014771473404e-17,1.8557926082802734e-17
5432.0,1.8472439713494128e-17,1.8910746738197427e-17
5433.0,1.7901516593633425e-17,1.9318110028822642e-17
5434.0,2.057403253263731e-17,1.9723547642981833e-17
5435.0,2.1882546180179445e-17,1.959238492197175e-17
5436.0,1.97871992459384e-17,1.9468109306741783e-17
5437.0,1.781662520691668e-17,1.8439963510007772e-17
5438.0,1.72801432718358e-17,1.7845629276804746e-17
5439.0,1.5433300041348215e-17,1.7529153283164408e-17
5440.0,1.89108760590276e-17,1.7977973211729555e-17
5441.0,1.8204824771604993e-17,1.8257889476656275e-17
5442.0,2.0060725031296372e-17,1.899816649405448e-17
5443.0,1.8679720728004755e-17,1.8958039962539534e-17
5444.0,1.913469176721704e-17,1.9050727204537326e-17
5445.0,1.871024314110657e-17,1.828306223705749e-17
5446.0,1.8668258836897077e-17,1.797616003182684e-17
5447.0,1.6222394771193266e-17,1.7717661127320343e-17
5448.0,1.7145208684225134e-17,1.7486828105581295e-17
5449.0,1.7842196074006115e-17,1.7290155988779462e-17
5450.0,1.7556078304262277e-17,1.733900762139562e-17
5451.0,1.7684903427578376e-17,1.7576009756143087e-17
5452.0,1.646665454095606e-17,1.8364190457175464e-17
5453.0,1.8330213197693944e-17,1.8875098562518842e-17
5454.0,2.1783099425078893e-17,1.8910030399786956e-17
5455.0,2.0110619701485155e-17,1.8729079677707306e-17
5456.0,1.7859563525903498e-17,1.876276743533414e-17
5457.0,1.556190252933823e-17,1.8231998723483365e-17
5458.0,1.849864973006113e-17,1.7654974071778624e-17
5459.0,1.9129255726708315e-17,1.8103178577968032e-17
5460.0,1.7225493447209783e-17,1.8385467196891553e-17
5461.0,2.0100593391385124e-17,1.7884025346478233e-17
5462.0,1.6973344944326354e-17,1.7769374804855933e-17
5463.0,1.5991443146537096e-17,1.8131468154917345e-17
5464.0,1.8556003872211726e-17,1.7442741033293444e-17
5465.0,1.903595453765868e-17,1.7427984131165498e-17
5466.0,1.6656964937110487e-17,1.7669505980779956e-17
5467.0,1.6899560278929352e-17,1.743096529009314e-17
5468.0,1.719905137446352e-17,1.7660009947347847e-17
5469.0,1.7363293187386527e-17,1.8024247349556997e-17
5470.0,2.018117937463781e-17,1.8787126250012602e-17
5471.0,1.847814872099585e-17,1.9295845635455165e-17
5472.0,2.071395593463843e-17,2.006107703757287e-17
5473.0,1.974264859032472e-17,1.9512148402554106e-17
5474.0,2.1189451057380005e-17,1.991324166413617e-17
5475.0,1.7436541288306022e-17,1.929413337158718e-17
5476.0,2.0483615268036337e-17,1.8117548359569303e-17
5477.0,1.7618410433307213e-17,1.716883671705876e-17
5478.0,1.3859720067295078e-17,1.7431527772909675e-17
5479.0,1.644589754472556e-17,1.6922973823589623e-17
5480.0,1.8749997013768223e-17,1.69222277066771e-17
5481.0,1.7940847370247265e-17,1.8152647287321153e-17
5482.0,1.7614678376130834e-17,1.8975571228441983e-17
5483.0,2.001181456106816e-17,1.9126915502037135e-17
5484.0,2.0560519527863565e-17,1.9183023162986607e-17
5485.0,1.950671336563199e-17,1.9233987414887224e-17
5487.0,1.822139191454289e-17,1.9065010959354892e-17
5488.0,1.786950015929347e-17,1.8454715449052043e-17
5489.0,1.9166930477323784e-17,1.8610931816455132e-17
5490.0,1.7509040663943003e-17,1.880196752456303e-17
5491.0,2.028779284302573e-17,1.8533739321691684e-17
5492.0,1.9176568839600134e-17,1.8626926180779458e-17
5493.0,1.652836441820614e-17,1.844438561756248e-17
5494.0,1.9632865276374863e-17,1.7515726487461447e-17
5495.0,1.659633384238703e-17,1.7176370678077892e-17
5496.0,1.5644498384399804e-17,1.7575774836849122e-17
5497.0,1.747979043106777e-17,1.720759343747932e-17
5498.0,1.852539042484185e-17,1.715042036790088e-17
5499.0,1.7791951722843086e-17,1.7416812229812356e-17
5500.0,1.6310473083534807e-17,1.739643049951905e-17
5501.0,1.697645986011458e-17,1.7300700887228288e-17
5502.0,1.737787635484043e-17,1.7289457848342467e-17
5503.0,1.8046744789022484e-17,1.7210511730680406e-17
5504.0,1.7735734605029452e-17,1.733873961487715e-17
5505.0,1.5915743237329067e-17,1.768977025142628e-17
5506.0,1.761759880716248e-17,1.7889413600988403e-17
5507.0,1.9133032381935063e-17,1.7997954586606386e-17
5508.0,1.9044957669647436e-17,1.83986822343577e-17
5509.0,1.8278444957148497e-17,1.8360785781774196e-17
5510.0,1.791937624707455e-17,1.8282822354679848e-17
5511.0,1.7428114094138013e-17,1.8226976082803943e-17
5512.0,1.8743218621922057e-17,1.7876732922197965e-17
5513.0,1.8765725082047368e-17,1.7917375614415146e-17
5514.0,1.6527232260627547e-17,1.768250926000929e-17
5515.0,1.8122587815345648e-17,1.7469351433599274e-17
5516.0,1.6253778951400007e-17,1.725836743783905e-17
5517.0,1.7677430079703633e-17,1.7427047762712087e-17
5518.0,1.7710803778446105e-17,1.7321297684480858e-17
5519.0,1.7370639518035207e-17,1.765654406058125e-17
5520.0,1.7593838547009346e-17,1.7769768542827508e-17
5521.0,1.793001093442715e-17,1.7553922379426696e-17
5522.0,1.8243551331890994e-17,1.7885347181097092e-17
5523.0,1.6631575313710123e-17,1.796106233128652e-17
5524.0,1.9027759433947715e-17,1.7636104427645064e-17
5525.0,1.797241091943711e-17,1.7287882896456166e-17
5526.0,1.6305225130578845e-17,1.7683331477538167e-17
5527.0,1.6502439667039698e-17,1.7489137593851543e-17
5528.0,1.8608820614713705e-17,1.7254755967284642e-17
5529.0,1.8056787267343626e-17,1.74759688784997e-17
5530.0,1.680050666239243e-17,1.7480235476099247e-17
5531.0,1.7411293599289545e-17,1.7344410765156815e-17
5532.0,1.6523766959327414e-17,1.727872766143643e-17
5533.0,1.792969903908002e-17,1.7292564738723216e-17
5534.0,1.7728377244035273e-17,1.7285421206953208e-17
5535.0,1.6869690088396527e-17,1.775504307356284e-17
5536.0,1.737557617516247e-17,1.7538606303204664e-17
5537.0,1.887187306080007e-17,1.711362075680962e-17
5538.0,1.684751612187234e-17,1.7001686676318944e-17
5539.0,1.5603447826729925e-17,1.6764246135846823e-17
5540.0,1.6310017789060672e-17,1.624131247875815e-17
5541.0,1.6188377948556468e-17,1.654971188089752e-17
5542.0,1.6257206164594364e-17,1.7378654388155285e-17
5543.0,1.838950954635435e-17,1.75847877968035e-17
5544.0,1.974816284633014e-17,1.7981829527745278e-17
5545.0,1.734068537781067e-17,1.801152200301348e-17
5546.0,1.817358266502238e-17,1.7946437778056584e-17
5547.0,1.640567341556643e-17,1.7508151167411687e-17
5548.0,1.8064083157441463e-17,1.725547396005634e-17
5549.0,1.7556734666537108e-17,1.719496073516441e-17
5550.0,1.6077299894077622e-17,1.770885992560278e-17
5551.0,1.7871016391088682e-17,1.756311566475461e-17
5552.0,1.897516830544328e-17,1.7582385664304646e-17
5553.0,1.733535737814996e-17,1.79829511846559e-17
5554.0,1.7653087878669797e-17,1.7927060245026917e-17
5555.0,1.8080121019971583e-17,1.7409971446146543e-17
5556.0,1.75915632412214e-17,1.7099532216616617e-17
5557.0,1.638972327234156e-17,1.7213739389430588e-17
5558.0,1.578316403281738e-17,1.737123954114436e-17
5559.0,1.8224124297683324e-17,1.722654745403536e-17
5560.0,1.886762492342297e-17,1.714950054305972e-17
5561.0,1.686810001894812e-17,1.7711217390348555e-17
5562.0,1.6004488853948282e-17,1.775971829838499e-17
5563.0,1.859174834326175e-17,1.7802273432178392e-17
5564.0,1.8466629852424586e-17,1.7953442343483683e-17
5565.0,1.9080398294525804e-17,1.8280549262356552e-17
5566.0,1.7623943346469792e-17,1.7999680085364172e-17
5567.0,1.764002484505512e-17,1.7990013652725877e-17
5568.0,1.7187406470183722e-17,1.76616080602913e-17
5569.0,1.841829776317865e-17,1.8010936359139794e-17
5570.0,1.7438370362324492e-17,1.8326457786353246e-17
5571.0,1.9370581211692728e-17,1.8719682905948704e-17
5572.0,1.921763490307745e-17,1.8871040414433657e-17
5573.0,1.915353018203859e-17,1.934688433361091e-17
5574.0,1.9175080099862148e-17,1.9432074010536523e-17
5575.0,1.9817594901668534e-17,1.9592102026202257e-17
5576.0,1.9796527805535993e-17,1.979627832552117e-17
5577.0,2.0017775115821254e-17,2.0004623615127352e-17
5578.0,2.0174414835338777e-17,1.9867675592913073e-17
5579.0,2.0216802469989058e-17,1.961315377279173e-17
5580.0,1.9132857688927132e-17,1.95506437339011e-17
5581.0,1.8523914931090665e-17,1.930701588244708e-17
5582.0,1.9705229800343156e-17,1.9070658948577404e-17
5583.0,1.8956272497228843e-17,1.8929806633871874e-17
5584.0,1.903501995546195e-17,1.8724118248393213e-17
5585.0,1.8428593136359836e-17,1.8279788256193004e-17
5586.0,1.7495476794627552e-17,1.7813658746129572e-17
5587.0,1.7483580289620016e-17,1.7412165129131033e-17
5588.0,1.662561995929721e-17,1.6960172135736133e-17
5589.0,1.702755604109782e-17,1.6621368883001763e-17
5590.0,1.6168626955873096e-17,1.613757410377665e-17
5591.0,1.5801464271384966e-17,1.610529420755238e-17
5592.0,1.5064600086316284e-17,1.6074301404361243e-17
5593.0,1.6464228391781844e-17,1.6056174568417756e-17
5594.0,1.6872591552510037e-17,1.5948220881034685e-17
5595.0,1.607799063713775e-17,1.633015663963002e-17
5596.0,1.52616963614815e-17,1.66940995655411e-17
5597.0,1.69742801110277e-17,1.6700250480576045e-17
5598.0,1.8283938598231964e-17,1.672247186055167e-17
5599.0,1.690334794417801e-17,1.738014331325788e-17
5600.0,1.618909344787689e-17,1.761663425038679e-17
5601.0,1.8550054132489545e-17,1.708704013500584e-17
5602.0,1.815673161833959e-17,1.6953725090041894e-17
5603.0,1.563596859755891e-17,1.7232870422637714e-17
5604.0,1.6236774449056118e-17,1.729604882346329e-17
5605.0,1.7584819314852273e-17,1.729965533093402e-17
5606.0,1.8865947342333802e-17,1.7742330961909124e-17
5607.0,1.8174765898670885e-17,1.797773167499069e-17
5608.0,1.784934874365042e-17,1.7826068109679092e-17
5609.0,1.7413777567677807e-17,1.7167552932748077e-17
5610.0,1.682650406780695e-17,1.7015169720303558e-17
5611.0,1.557336377295424e-17,1.7144719439119163e-17
5612.0,1.741285550718739e-17,1.720895497676758e-17
5613.0,1.8497094105029224e-17,1.739972598707946e-17
5614.0,1.773495613704689e-17,1.7783400479322382e-17
5615.0,1.778036290355274e-17,1.7640139414673098e-17
5616.0,1.749173408184661e-17,1.7030345175821456e-17
5617.0,1.66965516415523e-17,1.646761420510163e-17
5618.0,1.5448123673574625e-17,1.6207239254965865e-17
5619.0,1.4921295227831545e-17,1.5938059794390084e-17
5620.0,1.647849095606294e-17,1.5610615385827292e-17
5621.0,1.6145832866953672e-17,1.5619694520230674e-17
5622.0,1.5059334193257748e-17,1.5983438922794743e-17
5623.0,1.5493518771841692e-17,1.6146894774918896e-17
5624.0,1.6740014564275088e-17,1.633280692631264e-17
5625.0,1.7295771290308708e-17,1.696918509569051e-17
5626.0,1.707539814666947e-17,1.701387104674185e-17
5627.0,1.8241227476936933e-17,1.6592976735656493e-17
5628.0,1.5716941847112743e-17,1.647197179256856e-17
5629.0,1.463554300732092e-17,1.627142847049998e-17
5630.0,1.6690747929484532e-17,1.5495839112751884e-17
5631.0,1.607267995658677e-17,1.533378285022417e-17
5632.0,1.43632842476547e-17,1.5568505275203443e-17
5633.0,1.4906657342074406e-17,1.5141474938334167e-17
5634.0,1.5809160532256426e-17,1.5057401955235503e-17
5635.0,1.455559267245031e-17,1.555964286212055e-17
5636.0,1.5652313203631007e-17,1.5805232785987544e-17
5637.0,1.68744934550652e-17,1.5991219383636417e-17
5638.0,1.6134603857712035e-17,1.6416868328882728e-17
5639.0,1.6739094761521224e-17,1.6402041943583328e-17
5640.0,1.668383730478123e-17,1.6193549415828112e-17
5641.0,1.557818058920553e-17,1.6445720388648578e-17
5642.0,1.5832026713413222e-17,1.6597772728848076e-17
5643.0,1.739546652328984e-17,1.639654780995475e-17
5644.0,1.749935031081407e-17,1.6731805766583718e-17
5645.0,1.5677718442961747e-17,1.684603940917729e-17
5646.0,1.725446976845908e-17,1.6501187811803934e-17
5647.0,1.640319404573315e-17,1.604503079120544e-17
5648.0,1.567121156002874e-17,1.596844379265038e-17
5649.0,1.5218563088229758e-17,1.5777029235821936e-17
5650.0,1.5294781583151442e-17,1.5767111340277425e-17
5651.0,1.6297397487975924e-17,1.5532241677149118e-17
5652.0,1.6353601815500054e-17,1.54804667882482e-17
5653.0,1.4496864368052147e-17,1.5663109921861133e-17
5654.0,1.4959685796918268e-17,1.5782028715444206e-17
5655.0,1.620800201457712e-17,1.5656854782069007e-17
5656.0,1.6891989289857763e-17,1.6043263933417028e-17
5657.0,1.5727730140434714e-17,1.6294281816463595e-17
5658.0,1.642891255969022e-17,1.6204537683085267e-17
5659.0,1.6214774745520204e-17,1.598010703928738e-17
5660.0,1.5759277386964688e-17,1.5933715441812955e-17
5661.0,1.5769835850924963e-17,1.5768439792341185e-17
5662.0,1.549577776817674e-17,1.568444125549765e-17
5663.0,1.560253278792913e-17,1.5460611144824476e-17
5664.0,1.5794784354786384e-17,1.557319869799907e-17
5665.0,1.4640124233313113e-17,1.5479262413276322e-17
5666.0,1.6332772718099735e-17,1.5515775819875637e-17
5667.0,1.5026100576373493e-17,1.5285300140161212e-17
5668.0,1.5785097037946688e-17,1.5292739802590514e-17
5669.0,1.464240854766498e-17,1.5068276071568125e-17
5670.0,1.4677324329513088e-17,1.51556511596721e-17
5671.0,1.521044776963964e-17,1.5016443280024327e-17
5672.0,1.546297447662483e-17,1.5266541338229735e-17
5673.0,1.5089062897399366e-17,1.552667309726541e-17
5674.0,1.5892895714897495e-17,1.5341842898112887e-17
5675.0,1.5977979789697987e-17,1.519768682404082e-17
5676.0,1.428630301443443e-17,1.515752058785647e-17
5677.0,1.4742191801271254e-17,1.4659078094344268e-17
5678.0,1.4888234644635296e-17,1.447257533599316e-17
5679.0,1.3400679742464751e-17,1.4572973555661173e-17
5680.0,1.5045467381123474e-17,1.4988931252850813e-17
5681.0,1.478829753434033e-17,1.5104739847330687e-17
5682.0,1.6821976490876043e-17,1.5384905920802398e-17
5683.0,1.546727999996067e-17,1.5506842269260065e-17
5684.0,1.4801512624703252e-17,1.552121701394501e-17
5685.0,1.5655141828568905e-17,1.5481090482430064e-17
5686.0,1.4860176093017378e-17,1.567571284567399e-17
5687.0,1.6621346189676084e-17,1.5880521110980895e-17
5688.0,1.644038792307866e-17,1.5567173514417232e-17
5689.0,1.5825549511609197e-17,1.5791494970374263e-17
5690.0,1.4088410534267192e-17,1.5715204102478497e-17
5691.0,1.598177798852881e-17,1.53794630723718e-17
5692.0,1.6239891561713846e-17,1.5186256842336563e-17
5693.0,1.4761684849258665e-17,1.570855687907602e-17
5694.0,1.4859517671533025e-17,1.571571695445828e-17
5695.0,1.6699916237661e-17,1.6051826907118177e-17
5696.0,1.6017573147446873e-17,1.6390870042230187e-17
5697.0,1.7920438757625877e-17,1.6820198286841134e-17
5698.0,1.6456903478640088e-17,1.6690024873843665e-17
5699.0,1.7006157373341568e-17,1.6563438115982224e-17
5700.0,1.6049051428902894e-17,1.638465957019114e-17
5701.0,1.538464084878384e-17,1.665289273614616e-17
5702.0,1.7026547553052993e-17,1.6648346551499568e-17
5703.0,1.779806738181882e-17,1.6484707065279427e-17
5704.0,1.6983424878448398e-17,1.636752038789904e-17
5705.0,1.5230856607425758e-17,1.593901436081697e-17
5706.0,1.4798706438600788e-17,1.5413355970790547e-17
5707.0,1.488401878732312e-17,1.470379051517521e-17
5708.0,1.516977771708137e-17,1.4499508336737888e-17
5709.0,1.3435595091013302e-17,1.4753988797828602e-17
5710.0,1.4209442461766302e-17,1.5221828917398794e-17
5711.0,1.6071107258388458e-17,1.5427009413981347e-17
5712.0,1.7223224736589684e-17,1.5883090333963485e-17
5713.0,1.6195679507475234e-17,1.6432311790919093e-17
5714.0,1.5715996752023305e-17,1.6476757859592793e-17
5715.0,1.6955552761776538e-17,1.6112090323465115e-17
5716.0,1.6293330369485703e-17,1.5880574050540098e-17
5717.0,1.539989333046184e-17,1.554301818616946e-17
5718.0,1.5038098810823487e-17,1.450373357530681e-17
5719.0,1.4028212976395382e-17,1.3731179970406783e-17
5720.0,1.175913368801963e-17,1.3612792226776969e-17
5721.0,1.2430563999487496e-17,1.3527818443991234e-17
5722.0,1.4807951721898112e-17,1.3618729729213874e-17
5723.0,1.461322928385914e-17,1.3879357796617082e-17
5724.0,1.448276850572612e-17,1.394524273240693e-17
5725.0,1.3062274758261638e-17,1.3803333280878559e-17
5726.0,1.2759988349710957e-17,1.3655752679070523e-17
5727.0,1.4098408988266044e-17,1.3575933058681606e-17
5728.0,1.387532618153894e-17,1.3954629577998183e-17
5729.0,1.40836691653416e-17,1.418989463345929e-17
5730.0,1.4955760070419123e-17,1.4418954179965024e-17
5731.0,1.39363116650251e-17,1.4488232210627565e-17
5732.0,1.5243703356400743e-17,1.4759777407755248e-17
5733.0,1.4221712843771574e-17,1.4561963781708092e-17
5734.0,1.5441395232064284e-17,1.4641363194345832e-17
5735.0,1.3966697782026317e-17,1.4297489324456512e-17
5736.0,1.4333308167238194e-17,1.4080481799475676e-17
5737.0,1.3524328827836991e-17,1.3811649754757167e-17
5738.0,1.3136678309652497e-17,1.405973114662917e-17
5739.0,1.409723404397552e-17,1.4093777900641853e-17
5740.0,1.520710856864566e-17,1.4283609233777873e-17
5741.0,1.4503542106561397e-17,1.467021194538923e-17
5742.0,1.4473483892841894e-17,1.4727421410914624e-17
5743.0,1.5069695610093715e-17,1.4640476456729175e-17
5744.0,1.4383281634596682e-17,1.490122694686304e-17
5745.0,1.4772383848455437e-17,1.4638954444402078e-17
5746.0,1.5807290445263062e-17,1.460505823726088e-17
5747.0,1.3162122623924724e-17,1.479123177772819e-17
5748.0,1.490021370568298e-17,1.4303562484513877e-17
5749.0,1.531414626589245e-17,1.411531933815396e-17
5751.0,1.2334037301198319e-17,1.4255571119734775e-17
5752.0,1.4866075809756006e-17,1.4331268071950728e-17
5753.0,1.3863380157378512e-17,1.5027769036971403e-17
5754.0,1.5278699228446e-17,1.5816073815095664e-17
5755.0,1.879665775391482e-17,1.540146276794326e-17
5756.0,1.6275553777510965e-17,1.5681991146523268e-17
5757.0,1.2793026410847561e-17,1.5618802819530342e-17
5758.0,1.5266021924294015e-17,1.4643154867552622e-17
5759.0,1.4962755137969807e-17,1.44618699645055e-17
5760.0,1.39184164270789e-17,1.535647572314895e-17
5761.0,1.536912609686388e-17,1.5208104336675314e-17
5762.0,1.726605962383697e-17,1.5481929243571193e-17
5763.0,1.4524159972016586e-17,1.5827495524993796e-17
5764.0,1.6331884556699286e-17,1.5880173695123623e-17
5765.0,1.5646248106078262e-17,1.5707395517495997e-17
5766.0,1.5632511706817423e-17,1.5580514283336488e-17
5767.0,1.6402176705809342e-17,1.5451264003902627e-17
5768.0,1.3889751963019868e-17,1.5497617551068873e-17
5769.0,1.568562864582579e-17,1.5732702281156444e-17
5770.0,1.5878016137186446e-17,1.5340990902081958e-17
5771.0,1.6807934033476702e-17,1.5165916471073884e-17
5772.0,1.4443625464949062e-17,1.508295852744094e-17
5773.0,1.3014372892824274e-17,1.507598208615467e-17
5774.0,1.5270846378099173e-17,1.4587690753119716e-17
5775.0,1.584313414066294e-17,1.4447551468102207e-17
5776.0,1.4366475218067183e-17,1.4709706510916188e-17
5777.0,1.3742930353446074e-17,1.4329365556541856e-17
5778.0,1.432514922337893e-17,1.3584414968682725e-17
5779.0,1.3369142597779151e-17,1.3315968390129665e-17
5780.0,1.2118380816162718e-17,1.3823550402229967e-17
5781.0,1.3024239893785494e-17,1.390788891030526e-17
5782.0,1.6280840767341534e-17,1.3959136057975372e-17
5783.0,1.474684215137472e-17,1.4631238503648183e-17
5784.0,1.3625374522225787e-17,1.5044694806665463e-17
5785.0,1.547889412411705e-17,1.4965639501162545e-17
5786.0,1.509152298455323e-17,1.5269625067553333e-17
5787.0,1.5885568892070226e-17,1.5362370212194003e-17
5788.0,1.6266768510430363e-17,1.532105584931943e-17
5789.0,1.408909711654716e-17,1.5371093658933987e-17
5790.0,1.527231878617218e-17,1.526045494328257e-17
5791.0,1.5341713899920004e-17,1.4961187615105785e-17
5792.0,1.5332380659190828e-17,1.5237189661373903e-17
5793.0,1.4770429498817513e-17,1.50183722652128e-17
5794.0,1.546910912312649e-17,1.532588658409674e-17
5795.0,1.4178225688876846e-17,1.60213585364354e-17
5796.0,1.6879286589502196e-17,1.625356633235251e-17
5797.0,1.8809741747718792e-17,1.599438252229882e-17
5798.0,1.5931464276813884e-17,1.6291596788195248e-17
5799.0,1.4173193029225796e-17,1.6105279318301353e-17
5800.0,1.566430079865239e-17,1.542917828154746e-17
