wavelength(Angstrom),flux(erg/s/cm2),flux_smooth(erg/s/cm2)
4248.0,2.880659820019199e-17,2.856042235164301e-17
4249.0,3.042924244982837e-17,2.848465922497805e-17
4250.0,2.621734152143011e-17,2.9299763000587806e-17
4251.0,2.8193953315438257e-17,2.9288331364522323e-17
4252.0,3.2851684466908396e-17,2.948511101480379e-17
4253.0,2.874943144831021e-17,3.00429318414075e-17
4254.0,3.1413137841315995e-17,2.9907303999450853e-17
4255.0,2.9006453515405696e-17,2.900097874588875e-17
4256.0,2.7515815302687837e-17,2.8545076496918926e-17
4257.0,2.8320050958329404e-17,2.8085852290609086e-17
4258.0,2.6469924780552938e-17,2.763354331422019e-17
4259.0,2.9117008981590606e-17,2.7566343161256382e-17
4260.0,2.674491992179879e-17,2.7725888103444385e-17
4261.0,2.717981356390635e-17,2.833844016245828e-17
4262.0,2.911777258556121e-17,2.8186139668075015e-17
4263.0,2.9532687900166907e-17,2.901080234284343e-17
4264.0,2.8355507266305086e-17,2.893557853793786e-17
4265.0,3.08682274380018e-17,2.7682037604811724e-17
4266.0,2.680370811824863e-17,2.735666611086399e-17
4267.0,2.2850058333688367e-17,2.7230165379786256e-17
4268.0,2.790583170789107e-17,2.6773412789146725e-17
4269.0,2.772300249827522e-17,2.697774128969835e-17
4270.0,2.858446350706517e-17,2.743012967542605e-17
4271.0,2.7825354767387955e-17,2.7581205942502735e-17
4272.0,2.511199850572666e-17,2.763877936749765e-17
4273.0,2.8661213023735525e-17,2.736490482976502e-17
4274.0,2.801086999614584e-17,2.7268060178008536e-17
4275.0,2.7215086048056923e-17,2.7646803019439415e-17
4276.0,2.7341135870325163e-17,2.7152071258155125e-17
4277.0,2.7005710634829687e-17,2.7664160577413228e-17
4278.0,2.6187552388696737e-17,2.8519149347799064e-17
4279.0,3.0571322995872196e-17,2.8567681688698775e-17
4280.0,3.149002904888906e-17,2.8919120952470504e-17
4281.0,2.7583805156382376e-17,2.876308491044095e-17
4282.0,2.8762899427779065e-17,2.7867294629160325e-17
4283.0,2.5407373797544885e-17,2.7207929110559606e-17
4284.0,2.6092373189431897e-17,2.6946134718492698e-17
4285.0,2.819319342615726e-17,2.6211882884676328e-17
4286.0,2.627482910851374e-17,2.6569787392115772e-17
4287.0,2.50916423219062e-17,2.6559505537101738e-17
4288.0,2.7196894060041344e-17,2.626563473524125e-17
4289.0,2.604096626692366e-17,2.5837729241283892e-17
4290.0,2.6723845581965694e-17,2.6525776420444275e-17
4291.0,2.4135301291483993e-17,2.5584588812785514e-17
4292.0,2.853187539825093e-17,2.5432554670559493e-17
4293.0,2.2490959621765875e-17,2.499630788730515e-17
4294.0,2.5280790628635925e-17,2.520092920979362e-17
4295.0,2.4542613188423146e-17,2.4568351108149817e-17
4296.0,2.515841022708676e-17,2.494425672007964e-17
4297.0,2.536898427324292e-17,2.4573573926537476e-17
4298.0,2.4370490294587305e-17,2.4057722589853482e-17
4300.0,2.3427371680518853e-17,2.3001839772819343e-17
4301.0,2.1963353640504495e-17,2.214230316342569e-17
4302.0,1.9878999706209824e-17,2.195316831636544e-17
4303.0,2.1071304559015817e-17,2.227472485332808e-17
4304.0,2.342481014112987e-17,2.257398390969874e-17
4305.0,2.5035156520909764e-17,2.2534975726371964e-17
4306.0,2.3459649332087133e-17,2.2429442369461224e-17
4307.0,1.9683960099944097e-17,2.146327059858091e-17
4308.0,2.054363283813178e-17,2.124736653253722e-17
4309.0,1.8593949417337744e-17,2.018632872592565e-17
4310.0,2.3955643460463883e-17,2.0418620894265242e-17
4311.0,1.8154453227574402e-17,2.0911172207454843e-17
4312.0,2.0845428448437987e-17,2.1236578442988303e-17
4313.0,2.3006384842892823e-17,2.1282071722317495e-17
4314.0,2.0220979215525292e-17,2.2037271077966158e-17
4315.0,2.4183113024770864e-17,2.188655711599777e-17
4316.0,2.1930447333827044e-17,2.24329529239809e-17
4317.0,2.0091858912654205e-17,2.337413722291721e-17
4318.0,2.5738364328321108e-17,2.3848821434875665e-17
4319.0,2.492690171623919e-17,2.4519534217119387e-17
4320.0,2.6556535653212912e-17,2.505640917625203e-17
4321.0,2.528401162527867e-17,2.50356502515994e-17
4322.0,2.2776232640201128e-17,2.537557516124439e-17
4323.0,2.5634567720548762e-17,2.4588972720820764e-17
4324.0,2.6626528549090088e-17,2.4122151687765237e-17
4325.0,2.262352467580232e-17,2.4498083769474662e-17
4326.0,2.2949904329580354e-17,2.436186035747698e-17
4327.0,2.46558896513614e-17,2.400279448845751e-17
4328.0,2.495345702273096e-17,2.4004543148272448e-17
4329.0,2.4831197560798676e-17,2.468360218289683e-17
4330.0,2.263226698191943e-17,2.5070492753361357e-17
4331.0,2.6345201736448794e-17,2.4818720481596142e-17
4332.0,2.6590344496987846e-17,2.4302003913991417e-17
4333.0,2.3694591551620633e-17,2.4486713344774508e-17
4334.0,2.2247615823464125e-17,2.367667191451358e-17
4335.0,2.3555815616425753e-17,2.2403227361488193e-17
4336.0,2.229498944810728e-17,2.1033810005071954e-17
4337.0,2.022311986133714e-17,1.8504713553997198e-17
4338.0,1.6847509041393358e-17,1.6361265248106914e-17
4339.0,9.60213149422946e-18,1.5325241383218948e-17
4340.0,1.2838577686549765e-17,1.5493360879636676e-17
4341.0,1.71148698079374e-17,1.6567997535518617e-17
4342.0,2.1063716016551326e-17,1.9138456325943475e-17
4343.0,2.222068983317578e-17,2.0902655555867997e-17
4344.0,2.2454428757705625e-17,2.19677482018423e-17
4345.0,2.165957346674868e-17,2.2490776157520806e-17
4346.0,2.2440333547405475e-17,2.2770718892227127e-17
4347.0,2.3678854401879083e-17,2.3426676426704128e-17
4348.0,2.3620408278416833e-17,2.3936476110026684e-17
4349.0,2.5734212975582417e-17,2.4498639634846298e-17
4350.0,2.4208569920752363e-17,2.367791268543241e-17
4351.0,2.52511487994212e-17,2.2902078482222998e-17
4352.0,1.957522037845531e-17,2.2080148812198457e-17
4353.0,1.9741242951421622e-17,2.1264270795535354e-17
4354.0,2.162456333985633e-17,2.0280306369679025e-17
4355.0,2.0129175647256093e-17,1.9961592025301118e-17
4356.0,2.0331333727724715e-17,2.0665473095746992e-17
4357.0,1.7981647649083286e-17,2.0965838919777247e-17
4358.0,2.326064761864292e-17,2.1665780956146143e-17
4359.0,2.312639161342131e-17,2.1433505331418803e-17
4360.0,2.3628882947098208e-17,2.2426318935468223e-17
4361.0,1.916995899422262e-17,2.226356949558719e-17
4362.0,2.294571782650704e-17,2.2514233345331584e-17
4363.0,2.244690066037475e-17,2.2669397538995506e-17
4364.0,2.4379705209792984e-17,2.3593737131937788e-17
4365.0,2.4404704675924674e-17,2.3294626968077388e-17
4366.0,2.379165844383714e-17,2.4154671466367147e-17
4367.0,2.1450167313871012e-17,2.4134868762502628e-17
4368.0,2.6747120345949783e-17,2.3750261210528747e-17
4369.0,2.4280691177680926e-17,2.3591712193798258e-17
4370.0,2.2481666842197203e-17,2.400716200209179e-17
4371.0,2.2998912384967874e-17,2.3935705177695785e-17
4372.0,2.3527419669534484e-17,2.4508410292241774e-17
4373.0,2.6389835294613874e-17,2.4439148805191484e-17
4374.0,2.7144211035079834e-17,2.4604975356951214e-17
4375.0,2.2135365305920044e-17,2.476104779492772e-17
4376.0,2.3828046724726944e-17,2.4335628805891698e-17
4377.0,2.430777741618324e-17,2.4062569868243043e-17
4378.0,2.426274289674877e-17,2.4967427703398475e-17
4379.0,2.5778921957106994e-17,2.5832261577434917e-17
4380.0,2.6659648136980434e-17,2.6141392207235784e-17
4381.0,2.8152218855630996e-17,2.6133352011681768e-17
4382.0,2.5853431434332516e-17,2.5541004666310095e-17
4383.0,2.4222543589891746e-17,2.539741934686069e-17
4384.0,2.281718107381706e-17,2.4481010761631568e-17
4385.0,2.5941723613334603e-17,2.3794569967220762e-17
4386.0,2.357017461457329e-17,2.396969072034314e-17
4387.0,2.2421224865173087e-17,2.3944881919411448e-17
4388.0,2.5098150004510985e-17,2.347223753484355e-17
4389.0,2.2693137496851293e-17,2.3600998123354778e-17
4390.0,2.3578498811054172e-17,2.4307297869911756e-17
4391.0,2.421397965545357e-17,2.442051077162944e-17
4392.0,2.5952720626660486e-17,2.516384173984919e-17
4393.0,2.5664215816283362e-17,2.5455250852206723e-17
4394.0,2.6409794568918922e-17,2.5572296908882976e-17
4395.0,2.5035544349677294e-17,2.5001888047717434e-17
4396.0,2.4799212060146293e-17,2.4251474759093003e-17
4397.0,2.3100670227661438e-17,2.381588475724503e-17
4398.0,2.1912156319309653e-17,2.3772697657463635e-17
4399.0,2.4231836981060925e-17,2.427858643085004e-17
4400.0,2.4819614615317832e-17,2.5552510748630708e-17
4401.0,2.732865817935688e-17,2.64594679681808e-17
4402.0,2.9470289285091345e-17,2.6434644277998083e-17
4403.0,2.644694502535271e-17,2.627939240318923e-17
4404.0,2.4107716449187696e-17,2.5721432610242612e-17
4405.0,2.4043359096479103e-17,2.4890865520261792e-17
4406.0,2.4538859095188553e-17,2.4642924749093922e-17
4407.0,2.5317449300881357e-17,2.441514236945397e-17
4408.0,2.5207241618429632e-17,2.434314622329858e-17
4409.0,2.2968800662140413e-17,2.441889115199006e-17
4410.0,2.3683381820636216e-17,2.4642062826895642e-17
4411.0,2.4917581997801038e-17,2.5804532828940914e-17
4412.0,2.6433304083409657e-17,2.6892460622905357e-17
4413.0,3.1019593857835587e-17,2.7575698573984357e-17
4414.0,2.840844071419903e-17,2.832679676815598e-17
4415.0,2.7099573054230677e-17,2.830962118991693e-17
4416.0,2.8673066168585655e-17,2.711714272960946e-17
4417.0,2.6347439361898864e-17,2.6101446001094373e-17
4418.0,2.505719154506726e-17,2.5177443897842013e-17
4419.0,2.332996003922831e-17,2.4212297830921266e-17
4420.0,2.2479561383711984e-17,2.4158049671988814e-17
4421.0,2.3847334738358877e-17,2.4208056048740094e-17
4422.0,2.607620215423681e-17,2.4763041300203973e-17
4423.0,2.5307218077303636e-17,2.5565988829531647e-17
4424.0,2.6104887193016264e-17,2.5805508902063727e-17
4425.0,2.6494298829346997e-17,2.5982416365309217e-17
4426.0,2.504493960593341e-17,2.6644218757994518e-17
4427.0,2.6960735859189262e-17,2.617808428484741e-17
4428.0,2.8616229020720144e-17,2.5318362386996547e-17
4429.0,2.3774213534732772e-17,2.561359803686775e-17
4430.0,2.2195689015332686e-17,2.478497813004888e-17
4431.0,2.6521119213582397e-17,2.3588545746413405e-17
4432.0,2.2817636053630325e-17,2.386467021541218e-17
4433.0,2.2634072065331747e-17,2.4224098389539948e-17
4434.0,2.515483091283402e-17,2.402960506647158e-17
4435.0,2.3992832712687785e-17,2.4502859910331543e-17
4436.0,2.5548653185544498e-17,2.43672386858198e-17
4437.0,2.5183916030200297e-17,2.4659556042489913e-17
4438.0,2.1955961544508955e-17,2.537402667913769e-17
4439.0,2.661641565803839e-17,2.593626630457366e-17
4440.0,2.7565192425890003e-17,2.6313698891914255e-17
4441.0,2.8359848931046e-17,2.6842851292848102e-17
4442.0,2.7071081883823567e-17,2.641674243518121e-17
4443.0,2.460171693125406e-17,2.612276409984109e-17
4444.0,2.4485870697985712e-17,2.5144325240476615e-17
4445.0,2.6095304546497235e-17,2.4371194263509028e-17
4446.0,2.346765343785305e-17,2.431985447161031e-17
4447.0,2.3205425868182388e-17,2.4143418501313976e-17
4448.0,2.434501908580606e-17,2.3950802878236103e-17
4449.0,2.360368775178871e-17,2.4480274570886395e-17
4450.0,2.513223066647767e-17,2.4173297919400616e-17
4451.0,2.611501043399208e-17,2.3628187550089396e-17
4452.0,2.167054289169023e-17,2.3871620186918852e-17
4453.0,2.1619470108960057e-17,2.3748310718644347e-17
4454.0,2.482084457002714e-17,2.3784367521545533e-17
4455.0,2.4515683395132792e-17,2.4814402598798615e-17
4456.0,2.6295301136927123e-17,2.5566723365915594e-17
4457.0,2.682071623289458e-17,2.4845256435646843e-17
4458.0,2.5381075502342328e-17,2.5202418134896214e-17
4459.0,2.1213509908389978e-17,2.495827908582364e-17
4460.0,2.630149152526453e-17,2.4879850783225036e-17
4461.0,2.50746035891186e-17,2.458031710289101e-17
4462.0,2.642857433245692e-17,2.5706015617985848e-17
4463.0,2.3883409832278457e-17,2.5345599790206693e-17
4464.0,2.6841998314076634e-17,2.5221653392860523e-17
4465.0,2.4499409862972336e-17,2.4789775777601686e-17
4466.0,2.4454878400165763e-17,2.5129288751301626e-17
4467.0,2.42691795648241e-17,2.5313745064817276e-17
4468.0,2.5580973772791663e-17,2.5241022654084064e-17
4469.0,2.776428018767517e-17,2.5660580241299536e-17
4470.0,2.4135801119896117e-17,2.588962655291547e-17
4471.0,2.6552663193612674e-17,2.567577389479091e-17
4472.0,2.5414412489456967e-17,2.643840464106275e-17
4473.0,2.451170789260703e-17,2.7141531322789974e-17
4474.0,3.1577437119525094e-17,2.671304680240383e-17
4475.0,2.765143113250983e-17,2.6963139897525563e-17
4476.0,2.441024763160367e-17,2.770107103070657e-17
4477.0,2.6664874354579404e-17,2.6794181639966707e-17
4478.0,2.8201367051063e-17,2.6051284114387932e-17
4479.0,2.704298984883112e-17,2.6027681342789344e-17
4480.0,2.3936945862722e-17,2.6630944163524267e-17
4481.0,2.4292226514969996e-17,2.666777686184003e-17
4482.0,2.9681189570644294e-17,2.661520787955106e-17
4483.0,2.838553584642972e-17,2.6740047631958787e-17
4484.0,2.6780137993135642e-17,2.7039154487096736e-17
4485.0,2.4561147075005272e-17,2.6502099202590557e-17
4486.0,2.5787759032048877e-17,2.602183813894227e-17
4487.0,2.6995918424090782e-17,2.6542640978773006e-17
4488.0,2.5984230441386352e-17,2.684116549875972e-17
4489.0,2.93841519185111e-17,2.6854554244154502e-17
4490.0,2.6053763624231317e-17,2.6139115806190038e-17
4491.0,2.585470880651475e-17,2.6459904719544228e-17
4492.0,2.341872245805594e-17,2.6005972814793503e-17
4493.0,2.7588177894639994e-17,2.6078106272930577e-17
4494.0,2.711448761175455e-17,2.605672034537363e-17
4495.0,2.6414432718935517e-17,2.6462981831422925e-17
4496.0,2.574778072768412e-17,2.5947560628657458e-17
4497.0,2.54500280822966e-17,2.6347087210159345e-17
4498.0,2.5011076884754064e-17,2.5402516433795242e-17
4499.0,2.911212170818497e-17,2.5448147025106117e-17
4501.0,2.1691572746306652e-17,2.6056905633830843e-17
4502.0,2.597593796461571e-17,2.641001249371748e-17
4503.0,2.849382175445226e-17,2.5401920863754204e-17
4504.0,2.6776610818487474e-17,2.5884557590121744e-17
4505.0,2.4071663029494273e-17,2.634387774938264e-17
4506.0,2.4104759665774446e-17,2.618377363310055e-17
4507.0,2.8272537843131913e-17,2.5963382939414372e-17
4508.0,2.76932963034133e-17,2.6407348972145058e-17
4509.0,2.5674658243341464e-17,2.7203419321859967e-17
4510.0,2.6291494901965205e-17,2.6813765968149512e-17
4511.0,2.808510693762465e-17,2.553821375892334e-17
4512.0,2.632427172641679e-17,2.5187191394180338e-17
4513.0,2.131553823741128e-17,2.538843451104714e-17
4514.0,2.3919542634489162e-17,2.4811160050797407e-17
4515.0,2.7297710742932373e-17,2.5028149377804768e-17
4516.0,2.5198734489842856e-17,2.67543148431641e-17
4517.0,2.7409224456138556e-17,2.81835952605108e-17
4518.0,2.994636395930981e-17,2.802331412757763e-17
4519.0,3.1065946659574266e-17,2.743981099731537e-17
4520.0,2.649630151875405e-17,2.654652376456833e-17
4521.0,2.2281222006028718e-17,2.5604148325549943e-17
4522.0,2.2942781893772133e-17,2.4219021154940097e-17
4523.0,2.523449027804748e-17,2.447596992297867e-17
4524.0,2.414031063215864e-17,2.5449311695408592e-17
4525.0,2.778104193166566e-17,2.5796624982284907e-17
4526.0,2.7147936606558156e-17,2.5546417736238642e-17
4527.0,2.4679348053947586e-17,2.6842077051794752e-17
4528.0,2.3983452920071727e-17,2.6995608390929495e-17
4529.0,3.0618600277227747e-17,2.6970146117313887e-17
4530.0,2.85486999431265e-17,2.7171673784311407e-17
4531.0,2.7020625403684316e-17,2.7619252941957724e-17
4532.0,2.5686994466778697e-17,2.6673459592648268e-17
4533.0,2.622134243915689e-17,2.639304205627034e-17
4534.0,2.588964011747454e-17,2.6576666226089763e-17
4535.0,2.7146606678834173e-17,2.639246137548033e-17
4536.0,2.793874651404857e-17,2.7189441623869046e-17
4537.0,2.476597076861831e-17,2.7348010492934236e-17
4538.0,3.0206238864431424e-17,2.7631908805329786e-17
4539.0,2.6682490863025982e-17,2.7449217695241324e-17
4540.0,2.85660939902167e-17,2.8204665205073753e-17
4541.0,2.7025292643073245e-17,2.8112355157435285e-17
4542.0,2.8543210289284217e-17,2.8797584959429313e-17
4543.0,2.9744684661426124e-17,2.8221374253447324e-17
4544.0,3.0108639754862024e-17,2.84479390232256e-17
4545.0,2.5685042379987038e-17,2.80376839091789e-17
4546.0,2.8158121850244365e-17,2.7253020380111096e-17
4547.0,2.649193594182019e-17,2.6196790147219685e-17
4548.0,2.582136641248195e-17,2.7006404752284537e-17
4549.0,2.482748152640502e-17,2.6949357414159205e-17
4550.0,2.9733119369617495e-17,2.717774032692387e-17
4551.0,2.787287872263792e-17,2.7468451298844407e-17
4552.0,2.7633857928238696e-17,2.8532457029493817e-17
4553.0,2.7274918329391922e-17,2.783506436377281e-17
4554.0,3.014751784424925e-17,2.7138573324919485e-17
4555.0,2.624615613973462e-17,2.6569701365332066e-17
4556.0,2.4390417922047643e-17,2.7680553642792804e-17
4557.0,2.4789496624222477e-17,2.7143680338021387e-17
4558.0,3.282917912107141e-17,2.653113324209117e-17
4559.0,2.746314979622743e-17,2.6796274406916466e-17
4560.0,2.3183420816025912e-17,2.700848593870572e-17
4561.0,2.5716125302254043e-17,2.5488849274327402e-17
4562.0,2.5850550787401207e-17,2.4897031324547762e-17
4563.0,2.5231004612270178e-17,2.544343374997579e-17
4564.0,2.4504057622339573e-17,2.6217082542006836e-17
4565.0,2.5915427416814428e-17,2.6441177350476027e-17
4566.0,2.958437392839647e-17,2.544407564213113e-17
4567.0,2.697102049195206e-17,2.564075933946154e-17
4568.0,2.024549470252611e-17,2.6430086512822916e-17
4569.0,2.54874757746356e-17,2.5972141127740084e-17
4570.0,2.98620682269384e-17,2.6306742302962684e-17
4571.0,2.7294648518178623e-17,2.7629928534943334e-17
4572.0,2.8644027813058647e-17,2.79527059904901e-17
4573.0,2.6861424904886295e-17,2.7687358030511665e-17
4574.0,2.7101367487602523e-17,2.746163202187452e-17
4575.0,2.8535320945863474e-17,2.6660911262755838e-17
4576.0,2.616602246357435e-17,2.6629751369080966e-17
4577.0,2.4640418499589325e-17,2.699987995161272e-17
4578.0,2.670562965765268e-17,2.7332684490544853e-17
4579.0,2.8952003450384056e-17,2.7758570009446355e-17
4580.0,3.019935189832896e-17,2.816168820916795e-17
4581.0,2.829544443501142e-17,2.821174917983966e-17
4582.0,2.6656012289777734e-17,2.795226593040422e-17
4583.0,2.695593147304547e-17,2.7353615468764895e-17
4584.0,2.7654591146438327e-17,2.720711351047563e-17
4585.0,2.7206098147036292e-17,2.7124301150630495e-17
4586.0,2.7562935472019153e-17,2.7370587560573258e-17
4587.0,2.624194776170258e-17,2.6697791937547128e-17
4588.0,2.818736282265759e-17,2.6196048993390838e-17
4589.0,2.4290618520633394e-17,2.6112397872404575e-17
4590.0,2.4697377446768313e-17,2.63561382204219e-17
4591.0,2.7144684221085885e-17,2.5500754057703265e-17
4592.0,2.7460641925234193e-17,2.5865596956120804e-17
4593.0,2.3910442390448153e-17,2.5809772190940825e-17
4594.0,2.6114837086238503e-17,2.591958041725724e-17
4595.0,2.4418254854617278e-17,2.5549230150321322e-17
4596.0,2.769372211500208e-17,2.5445508318952073e-17
4597.0,2.5608894580023646e-17,2.5277739547114068e-17
4598.0,2.339183304904142e-17,2.592089894315365e-17
4599.0,2.5275994215374512e-17,2.595687964543848e-17
4600.0,2.763404893712918e-17,2.618866888796564e-17
4601.0,2.7873623877932024e-17,2.6187562120306044e-17
4602.0,2.6767843448784096e-17,2.6380278659418648e-17
4603.0,2.3386296925746887e-17,2.605724477788199e-17
4604.0,2.6239581163329936e-17,2.6471473667591394e-17
4605.0,2.601887440154257e-17,2.6568169426837618e-17
4606.0,2.994476892657493e-17,2.7385451996180836e-17
4607.0,2.7251322516192336e-17,2.80431929320585e-17
4608.0,2.747270818283921e-17,2.8118453132911026e-17
4609.0,2.95282876553456e-17,2.655844012847277e-17
4610.0,2.639517255524045e-17,2.5612484651763252e-17
4611.0,2.2144710372462017e-17,2.5079681075605596e-17
4612.0,2.2521541504442965e-17,2.450898270122566e-17
4613.0,2.4808693541187246e-17,2.4728111117297083e-17
4614.0,2.6674794899003716e-17,2.511653362625606e-17
4615.0,2.749081191218545e-17,2.563999171585309e-17
4616.0,2.4086824340245105e-17,2.5442168163638584e-17
4617.0,2.5138832134233832e-17,2.498959448945367e-17
4618.0,2.381957366207009e-17,2.4287290025255324e-17
4619.0,2.4411926740037597e-17,2.5196927309990087e-17
4620.0,2.397929588026094e-17,2.5297438026221406e-17
4621.0,2.8635006407365654e-17,2.5432316442543077e-17
4622.0,2.5641384258111157e-17,2.5501352936466753e-17
4623.0,2.4493967088169592e-17,2.6128805827035177e-17
4624.0,2.475710978885166e-17,2.5004422529114297e-17
4625.0,2.711655515367112e-17,2.4578624691357725e-17
4626.0,2.3013095752796706e-17,2.4792927335735513e-17
4627.0,2.3512390326504413e-17,2.440852988763722e-17
4628.0,2.5565481338705e-17,2.432234593961532e-17
4629.0,2.2835124734371546e-17,2.4665611004573802e-17
4630.0,2.6685637729786805e-17,2.514329953651705e-17
4631.0,2.4729422121925364e-17,2.4662267540537862e-17
4632.0,2.5900830423406945e-17,2.5451399499274676e-17
4633.0,2.3160327001962962e-17,2.555161077612425e-17
4634.0,2.6780784526118674e-17,2.608844933930994e-17
4635.0,2.718669296247421e-17,2.5556626799358772e-17
4636.0,2.741361128051019e-17,2.606800805201253e-17
4637.0,2.3241718860643657e-17,2.631851473744054e-17
4638.0,2.571723207277863e-17,2.6472630066087743e-17
4639.0,2.80333204456637e-17,2.573792659165692e-17
4640.0,2.7957267295836543e-17,2.5988661578933993e-17
4641.0,2.3740096198526268e-17,2.559983209711364e-17
4642.0,2.4495392356666237e-17,2.4692148612985728e-17
4643.0,2.3773079740805352e-17,2.4402302871985922e-17
4644.0,2.3494904448410584e-17,2.397378361001405e-17
4645.0,2.6508040278722927e-17,2.3565004186180146e-17
4646.0,2.1597499125189056e-17,2.294742617776438e-17
4647.0,2.2451500552049084e-17,2.3306333228106238e-17
4648.0,2.0685191277111035e-17,2.340393557730382e-17
4650.0,2.5289436038941966e-17,2.471861342950375e-17
4651.0,2.6996049863616683e-17,2.4656032253080438e-17
4652.0,2.8170890014713436e-17,2.508860800877627e-17
4653.0,2.2138590693658212e-17,2.500354902638744e-17
4654.0,2.2848069581291158e-17,2.430812505052431e-17
4655.0,2.486414525369302e-17,2.3286661218778502e-17
4656.0,2.3518931928809246e-17,2.4045217273352905e-17
4657.0,2.3063571333372694e-17,2.4370812106066028e-17
4658.0,2.5931369015731836e-17,2.4846753632555564e-17
4659.0,2.4476043150647418e-17,2.5432959989059644e-17
4660.0,2.7243857446521867e-17,2.603918246202628e-17
4661.0,2.644995852082374e-17,2.6118116999159767e-17
4662.0,2.6094685727516178e-17,2.6578633261586414e-17
4663.0,2.6326042332097965e-17,2.6919827066291062e-17
4664.0,2.6778623662825812e-17,2.646969688363563e-17
4665.0,2.8949821122009274e-17,2.595539237469711e-17
4666.0,2.4199309471112734e-17,2.5539057483148145e-17
4667.0,2.352316633980591e-17,2.4427978558199568e-17
4668.0,2.4244363298170497e-17,2.3192281565247427e-17
4669.0,2.122323359839237e-17,2.302056879624877e-17
4670.0,2.2771333157752718e-17,2.2838307820078835e-17
4671.0,2.3340745375443312e-17,2.250377612802769e-17
4672.0,2.26118603681835e-17,2.249951283915059e-17
4673.0,2.2571710197879884e-17,2.2856992175755182e-17
4674.0,2.1201914665269636e-17,2.3467631793192853e-17
4675.0,2.4558726173301353e-17,2.354325264479245e-17
4676.0,2.6393951117374966e-17,2.3667685424338803e-17
4677.0,2.298996401380562e-17,2.4408855796798567e-17
4678.0,2.3193870156798323e-17,2.4412237311142684e-17
4679.0,2.4907765152076503e-17,2.481080105441156e-17
4680.0,2.457563782600007e-17,2.529913705519959e-17
4681.0,2.838676418704884e-17,2.5732718662520285e-17
4682.0,2.543165138562691e-17,2.6065414013611563e-17
4683.0,2.5361772918578602e-17,2.673411674696678e-17
4684.0,2.6571241474456955e-17,2.620450608797358e-17
4685.0,2.791915549397081e-17,2.618352051583311e-17
4686.0,2.5738705155371834e-17,2.608101960304799e-17
4687.0,2.532672629613221e-17,2.658699109449565e-17
4688.0,2.4849270628002304e-17,2.6343229239782398e-17
4689.0,2.910109915877707e-17,2.6252576862091486e-17
4690.0,2.6700341363081403e-17,2.5678945305259438e-17
4691.0,2.5285447069436107e-17,2.5786055268417704e-17
4692.0,2.2458570188498206e-17,2.475208281144887e-17
4693.0,2.5384814645099285e-17,2.4433595114558803e-17
4694.0,2.3931237833216545e-17,2.4423602772759162e-17
4695.0,2.510790754192145e-17,2.5624085032673696e-17
4696.0,2.5235480100930348e-17,2.5306892700622887e-17
4697.0,2.8460981991741553e-17,2.5438952085416978e-17
4698.0,2.379885595897177e-17,2.58401876220644e-17
4699.0,2.459153389569972e-17,2.5787337398367162e-17
4700.0,2.7114084457697903e-17,2.430930461007781e-17
4701.0,2.4971232039701377e-17,2.424239893341207e-17
4702.0,2.107081892220352e-17,2.409170316941716e-17
4703.0,2.3464325854379135e-17,2.3447839015495684e-17
4704.0,2.383805282182834e-17,2.3423678724164236e-17
4705.0,2.3894760641992786e-17,2.429129357942008e-17
4706.0,2.4850433524298416e-17,2.4395835973956982e-17
4707.0,2.540889765353034e-17,2.468298014307619e-17
4708.0,2.398703585654363e-17,2.507445660285671e-17
4709.0,2.5273770745759118e-17,2.547962124741376e-17
4710.0,2.585214498112281e-17,2.5247664914402865e-17
4711.0,2.687626106127297e-17,2.4839936009946902e-17
4712.0,2.4249115292453163e-17,2.4870981752697242e-17
4713.0,2.1948387373284652e-17,2.453994076283107e-17
4714.0,2.5428996562226e-17,2.4319101737252888e-17
4715.0,2.4196945864127297e-17,2.435539676817049e-17
4716.0,2.5772060586241137e-17,2.523284018346469e-17
4717.0,2.4430591734888182e-17,2.491455928172776e-17
4718.0,2.6335602129751286e-17,2.5210102642786832e-17
4719.0,2.383759496917297e-17,2.5561384742242177e-17
4720.0,2.5674658256506622e-17,2.5604881207572665e-17
4721.0,2.7528474153444724e-17,2.5655865311807983e-17
4722.0,2.464807100083759e-17,2.599936860478288e-17
4723.0,2.6590528440224342e-17,2.5463112376748427e-17
4724.0,2.5555112968263764e-17,2.4865626585411574e-17
4725.0,2.299337732037866e-17,2.4756635613540362e-17
4726.0,2.45410443023742e-17,2.395854859749205e-17
4727.0,2.4103116422765832e-17,2.382614014247946e-17
4728.0,2.260009399017613e-17,2.4060324900060574e-17
4729.0,2.4893071190944083e-17,2.327182490731175e-17
4730.0,2.4164294252186216e-17,2.3778125616643208e-17
4731.0,2.059854567363384e-17,2.3979489501879442e-17
4732.0,2.6634619688976474e-17,2.3547484500806272e-17
4733.0,2.3606913605107512e-17,2.298137532446478e-17
4734.0,2.2733045564141102e-17,2.371562715828115e-17
4735.0,2.1333748653594615e-17,2.3484127428968386e-17
4736.0,2.4269810757139568e-17,2.3600445566705593e-17
4737.0,2.5477120304839764e-17,2.3939579691684983e-17
4738.0,2.4188500612947068e-17,2.4195228131800622e-17
4739.0,2.4428717280620654e-17,2.4321786765521235e-17
4740.0,2.2611993409199613e-17,2.452736596315904e-17
4741.0,2.4902607285586207e-17,2.5665842764356598e-17
4742.0,2.6505010895751025e-17,2.5696744577680354e-17
4743.0,2.9880886114982357e-17,2.5737873652097716e-17
