Wavelength(Angstrom),Flux(10e-16 erg/s/cm2),Flux_error(10e-16 erg/s/cm2)
5160.24599984,8.67590119247,0.181756263647
5161.3976134,8.76132922976,0.181564854054
5162.54922697,9.37010822021,0.185518975905
5163.70084053,8.7324522884,0.18690028481
5164.8524541,8.19462342459,0.19431389105
5166.00406766,9.18015472905,0.182923762908
5167.15568123,8.90683519642,0.182178456632
5168.30729479,8.56151680448,0.185244798619
5169.45890835,8.64355776877,0.181499192457
5170.61052192,8.79705707947,0.179921659767
5171.76213548,9.19843687642,0.182010572055
5172.91374905,9.07020138216,0.180739377433
5174.06536261,9.8938773959,0.18779056276
5175.21697618,9.52760023247,0.185218808604
5176.36858974,9.22554298952,0.186281123578
5177.52020331,8.3480247971,0.20592512457
5178.67181687,8.61100258684,0.194212280183
5179.82343044,9.30254675476,0.187187696986
5180.975044,9.41846533117,0.185071223039
5182.12665756,9.41527095817,0.18821727215
5183.27827113,9.34003855059,0.193082301836
5184.42988469,9.20189065326,0.187407991726
5185.58149826,9.52981098846,0.185861693376
5186.73311182,9.61988870724,0.188264454532
5187.88472539,9.01121930167,0.184803497762
5189.03633895,8.86519929189,0.184118608759
5190.18795252,8.99593776851,0.18447730736
5191.33956608,8.80472696281,0.181415415604
5192.49117965,8.35302970303,0.177389097429
5193.64279321,7.82163193687,0.173478237124
5194.79440677,8.3491783501,0.182168795162
5195.94602034,8.15542856314,0.185617807445
5197.0976339,7.7385072998,0.184345736011
5198.24924747,7.43597042444,0.181456079803
5199.40086103,8.17586746816,0.18118658436
5200.5524746,8.06308291365,0.189488847275
5201.70408816,8.47388277576,0.182824501234
5202.85570173,8.33932576873,0.178008523359
5204.00731529,9.33830213304,0.186235165423
5205.15892886,8.68251916676,0.178971229243
5206.31054242,8.40051066428,0.187833245279
5207.46215598,9.00429057216,0.185845447549
5208.61376955,8.60600138668,0.176595831222
5209.76538311,8.34483942382,0.175515185926
5210.91699668,8.39067449418,0.176382104295
5212.06861024,8.71192656251,0.178948796105
5213.22022381,8.74637009851,0.178345235499
5214.37183737,8.54580646089,0.177138660227
5215.52345094,8.57359708249,0.178519936044
5216.6750645,8.78077445925,0.180900479129
5217.82667807,8.98703756982,0.181895213447
5218.97829163,8.92309928779,0.181276647785
5220.12990519,8.79620951713,0.181129095307
5221.28151876,8.60576792323,0.177963111143
5222.43313232,9.01605903617,0.18247155981
5223.58474589,8.87781055369,0.180745746724
5224.73635945,8.29407832748,0.175808305648
5225.88797302,8.57684121868,0.178099844098
5227.03958658,8.34063231706,0.176070157942
5228.19120015,8.39292071968,0.177692556908
5229.34281371,8.37979541477,0.17812563559
5230.49442728,7.89597813623,0.193004546858
5231.64604084,7.59392883422,0.176427450336
5232.7976544,8.22155271956,0.174563034866
5233.94926797,8.8059419257,0.179188546134
5235.10088153,8.33190893649,0.175180905697
5236.2524951,8.3670009821,0.176594689712
5237.40410866,8.54542370788,0.180235607896
5238.55572223,8.06054499118,0.176646603568
5239.70733579,8.67536015017,0.180509934075
5240.85894936,8.763870858,0.178652020245
5242.01056292,8.16766289527,0.172587926087
5243.16217649,8.66160274692,0.177965410705
5244.31379005,8.44463843386,0.176660235504
5245.46540361,7.88037208357,0.172067910723
5246.61701718,8.69719877714,0.178246139262
5247.76863074,9.02260236569,0.181278484126
5248.92024431,8.38996139832,0.17712186846
5250.07185787,8.25871523133,0.173099835081
5251.22347144,8.39697059596,0.175018315075
5252.375085,8.60792415147,0.179235000597
5253.52669857,8.35705734469,0.176071216733
5254.67831213,8.28562758565,0.178827101293
5255.8299257,9.02910969631,0.215098408671
5256.98153926,7.53762126026,0.224650855821
5258.13315282,8.14189403543,0.186281487537
5259.28476639,7.99986037446,0.172070772768
5260.43637995,8.41223889423,0.175997564572
5261.58799352,8.72985189725,0.177850531862
5262.73960708,8.54038809701,0.174364941653
5263.89122065,8.25020625598,0.170370387213
5265.04283421,8.95149712614,0.17741364815
5266.19444778,9.14663869411,0.177795590526
5267.34606134,8.22721195844,0.184407195531
5268.49767491,8.27195700327,0.185528306502
5269.64928847,8.85843202804,0.176957209888
5270.80090203,8.62387642885,0.176949682544
5271.9525156,8.65388627677,0.174816251395
5273.10412916,9.16661173101,0.18354750672
5274.25574273,8.80514147956,0.181792494158
5275.40735629,8.11808129231,0.180003484473
5276.55896986,7.89346827173,0.194822855281
5277.71058342,7.9514921462,0.181990918244
5278.86219699,8.18009363317,0.179522793275
5280.01381055,7.8847883016,0.178244352551
5281.16542412,8.22038063772,0.173341520712
5282.31703768,8.16504556346,0.173583669565
5283.46865124,8.3840665784,0.174280139097
5284.62026481,8.53778717646,0.184774066676
5285.77187837,8.32578806465,0.178014776844
5286.92349194,8.14855065561,0.171281046893
5288.0751055,8.50501547173,0.175088575797
5289.22671907,8.44798950795,0.182972417671
5290.37833263,8.50520764233,0.181730968464
5291.5299462,8.41811042074,0.175325248713
5292.68155976,8.15151421213,0.173178384152
5293.83317333,8.27965600337,0.172849894187
5294.98478689,8.69762917575,0.182757979369
5296.13640045,8.65017521367,0.187614125135
5297.28801402,8.06854204099,0.174904858983
5298.43962758,8.24507111874,0.173881272605
5299.59124115,8.45578538744,0.175488997387
5300.74285471,8.40485435512,0.17537964411
5301.89446828,8.60908723359,0.177367706538
5303.04608184,8.21846369628,0.174613459796
5304.19769541,8.34650966692,0.17606112513
5305.34930897,8.48833104025,0.175825560635
5306.50092253,8.26676416191,0.175563840689
5307.6525361,8.47318185599,0.175742131199
5308.80414966,7.71389199295,0.168272640636
5309.95576323,7.7607498556,0.169788217498
5311.10737679,8.35584555818,0.175753116157
5312.25899036,8.06275362959,0.172222163363
5313.41060392,7.92991715824,0.17003407212
5314.56221749,7.80867074459,0.168518925392
5315.71383105,8.22810399001,0.170875695306
5316.86544462,8.65343311415,0.174628531027
5318.01705818,8.38912018872,0.173889842196
5319.16867174,7.95089975253,0.171052927024
5320.32028531,8.04242960341,0.171489132448
5321.47189887,8.32052957824,0.175864917889
5322.62351244,7.94161574203,0.174342822843
5323.775126,8.27656327432,0.172666888748
5324.92673957,8.75688442437,0.177144615927
5326.07835313,8.58070898288,0.175229428111
5327.2299667,8.14867876934,0.169653453233
5328.38158026,8.02308390029,0.174440579048
5329.53319383,7.90783447991,0.201700101068
5330.68480739,8.68876179959,0.181412355036
5331.83642095,8.43516119397,0.172990365998
5332.98803452,7.89546938707,0.169562430278
5334.13964808,8.28815968476,0.174963754242
5335.29126165,8.38503537234,0.175330923172
5336.44287521,8.32207964853,0.173110952388
5337.59448878,8.09122134815,0.174301348008
5338.74610234,8.27634357515,0.174931163326
5339.89771591,8.23752564336,0.175377791226
5341.04932947,7.97316877811,0.172346025388
5342.20094304,8.14263677745,0.171282271121
5343.3525566,8.25113375706,0.173410127072
5344.50417016,7.93136505518,0.168962939401
5345.65578373,7.59160796394,0.165429902112
5346.80739729,7.77414885803,0.169035483141
5347.95901086,7.99561726879,0.171211563722
5349.11062442,8.27264786452,0.172062087371
5350.26223799,8.65729240801,0.176210844821
5351.41385155,8.47631058394,0.177029257319
5352.56546512,8.21092880882,0.173487385741
5353.71707868,7.73411543396,0.169535679257
5354.86869225,7.77263002208,0.170446008065
5356.02030581,8.05881863215,0.17243982767
5357.17191937,7.78303476304,0.175390562895
5358.32353294,7.8,0.167437634895
5359.4751465,7.8,0.165654134233
5360.62676007,7.8,0.169795215446
5361.77837363,7.8,0.167199886644
5362.9299872,7.8,0.167211632608
5364.08160076,7.69541343981,0.169112278589
5365.23321433,7.83571862417,0.169911864456
5366.38482789,7.80055934533,0.172257616325
5367.53644146,7.71319742594,0.168071304875
5368.68805502,7.23644757855,0.161420309529
5369.83966858,7.42300817337,0.163444387401
5370.99128215,8.00741273198,0.167235538128
5372.14289571,8.02627350874,0.167143886516
5373.29450928,7.94362003374,0.166955008095
5374.44612284,7.36276560198,0.16321974169
5375.59773641,7.6035267763,0.167611061582
5376.74934997,7.80120838432,0.174832265612
5377.90096354,7.87411303949,0.168090545096
5379.0525771,7.67510158974,0.169381774032
5380.20419067,7.98285565865,0.170451897591
5381.35580423,8.01843792458,0.169778340962
5382.50741779,8.01655539385,0.169049925714
5383.65903136,7.57984214691,0.164485311484
5384.81064492,7.4877871356,0.16399414818
5385.96225849,7.71888366399,0.166319551405
5387.11387205,7.6108165536,0.165288652751
5388.26548562,7.73870476435,0.166036639092
5389.41709918,7.82312430304,0.166671946889
5390.56871275,7.66307954524,0.165240957517
5391.72032631,7.87955893194,0.167134671724
5392.87193988,8.05348603035,0.169253842279
5394.02355344,8.05323933201,0.169235627762
5395.175167,7.81550682987,0.165800958792
5396.32678057,8.13125000766,0.169480919901
5397.47839413,7.44353866383,0.162865145905
5398.6300077,7.73895887424,0.165606041952
5399.78162126,7.8857126263,0.16709448729
5400.93323483,7.6493327299,0.165817998712
5402.08484839,7.79805001022,0.167207546336
5403.23646196,7.68598596311,0.165613602383
5404.38807552,7.70008112075,0.165509576149
5405.53968909,7.5653472956,0.162999331144
5406.69130265,7.50358588825,0.162610854041
5407.84291621,7.75367024834,0.166313860402
5408.99452978,7.91687761541,0.167425591145
5410.14614334,7.82758234332,0.166186524219
5411.29775691,7.99935215469,0.168177399061
5412.44937047,7.93497288614,0.167282521987
5413.60098404,7.59801312121,0.164343797425
5414.7525976,8.17007482159,0.17047218006
5415.90421117,7.99142710268,0.169429634703
5417.05582473,7.49163690034,0.164079463588
5418.2074383,7.15766451473,0.15972677303
5419.35905186,7.3449757925,0.166025372892
5420.51066542,7.56993715538,0.165063791973
5421.66227899,8.21038141378,0.168939662539
5422.81389255,8.52199107079,0.191641799886
5423.96550612,7.68445812743,0.170889393417
5425.11711968,7.83654924586,0.163886002586
5426.26873325,8.04065559878,0.168101745122
5427.42034681,7.54388877467,0.1637041552
5428.57196038,7.00813778855,0.15753118753
5429.72357394,7.41382792441,0.160472856856
5430.87518751,7.65595229238,0.165087300446
5432.02680107,7.3847164608,0.162771525603
5433.17841463,7.2988696716,0.158939412892
5434.3300282,7.21603937848,0.158337754802
5435.48164176,7.71898954311,0.162929368208
5436.63325533,7.8662695144,0.166888767472
5437.78486889,7.36407585607,0.167523810571
5438.93648246,7.46301936282,0.162653139514
5440.08809602,7.71082255731,0.16332214665
5441.23970959,7.77466395994,0.164756477832
5442.39132315,7.45840885661,0.163290846136
5443.54293672,7.38795742062,0.16257874289
5444.69455028,7.19629874625,0.159998948539
5445.84616384,7.47669629794,0.1631570414
5446.99777741,7.53121133843,0.162052937262
5448.14939097,7.37690946401,0.159888371035
5449.30100454,7.42350527583,0.161392152301
5450.4526181,7.51352899626,0.162719694466
5451.60423167,7.39853209757,0.161510637652
5452.75584523,7.41757551581,0.16139443532
5453.9074588,7.56975080813,0.162197329909
5455.05907236,7.41712552955,0.160962117644
5456.21068593,7.1670724038,0.159863357093
5457.36229949,7.07023800908,0.158813433285
5458.51391305,7.02354320028,0.158991856143
5459.66552662,6.93603146194,0.161289763885
5460.81714018,7.30607739259,0.162350060538
5461.96875375,7.09603704447,0.160228640052
5463.12036731,7.59245605568,0.163385459054
5464.27198088,7.41484806972,0.161273832386
5465.42359444,6.81823511936,0.174698675943
5466.57520801,7.44329620065,0.169432910338
5467.72682157,7.55521889913,0.161423485903
5468.87843514,7.46714070751,0.161279738456
5470.0300487,7.59882680223,0.162776670667
5471.18166226,7.42551644969,0.161912300014
5472.33327583,7.28747390209,0.160004225951
5473.48488939,7.47772597237,0.160758482321
5474.63650296,7.34838033555,0.160902312486
5475.78811652,7.03711796205,0.158833087096
5476.93973009,7.38141144412,0.159444505918
5478.09134365,7.61274196537,0.161776328065
5479.24295722,7.2041475653,0.15954902846
5480.39457078,7.20913658936,0.158709688293
5481.54618435,7.44504691187,0.164656289716
5482.69779791,6.88678179001,0.157047816268
5483.84941147,6.89809920898,0.155769838765
5485.00102504,7.32209213864,0.159525619249
5486.1526386,7.22908315647,0.160357895294
5487.30425217,7.28206930249,0.160287105177
5488.45586573,7.08129814179,0.157829088356
5489.6074793,7.3216649164,0.15920283683
5490.75909286,7.37261712455,0.160864361439
5491.91070643,6.83552888517,0.156629759186
5493.06231999,7.00373109965,0.15667131674
5494.21393356,7.09132118853,0.155834524289
5495.36554712,6.80383397107,0.152883408561
5496.51716068,7.43257011656,0.163980152284
5497.66877425,7.70371065693,0.170019381392
5498.82038781,7.28932255149,0.159692031445
5499.97200138,7.02860739852,0.156963476932
5501.12361494,6.89587680629,0.156888352389
5502.27522851,7.14302566782,0.159440915954
5503.42684207,7.13340284415,0.16087425452
5504.57845564,7.44712584836,0.16253093185
5505.7300692,7.60329384224,0.16326105109
5506.88168277,7.42023202289,0.160416261158
5508.03329633,6.60331427328,0.158244283393
5509.18490989,6.76023824407,0.157645156475
5510.33652346,7.00719917017,0.157248027063
5511.48813702,7.55230034123,0.161547943498
5512.63975059,7.65942724505,0.163177356956
5513.79136415,7.04587098877,0.158510139242
5514.94297772,6.95207267778,0.156533409188
5516.09459128,6.97384248331,0.156135965448
5517.24620485,7.47489794112,0.167502287332
5518.39781841,8.01219740934,0.182200046046
5519.54943198,7.48351597196,0.162827790429
5520.70104554,7.29715125351,0.159531492231
5521.8526591,7.173125513,0.158741849075
5523.00427267,7.39936271925,0.160112785135
5524.15588623,7.14931224048,0.158070178417
5525.3074998,7.38515956492,0.158331501317
5526.45911336,7.02076493222,0.155291232062
5527.61072693,6.82165236791,0.154399878778
5528.76234049,7.26411538038,0.163626499485
5529.91395406,7.49817864167,0.164764203699
5531.06556762,7.16541380741,0.158183237464
5532.21718119,6.95688329552,0.155994103972
5533.36879475,7.09273890993,0.157574912298
5534.52040831,7.18526825969,0.158685104485
5535.67202188,7.07487339689,0.157185525296
5536.82363544,7.17959049197,0.1581345827
5537.97524901,7.25883042418,0.158351105497
5539.12686257,6.62630168868,0.154151608789
5540.27847614,7.5060417544,0.164380722767
5541.4300897,6.63391227971,0.158984874739
5542.58170327,7.0,0.160648798172
5543.73331683,7.0,0.179188877006
5544.8849304,7.0,0.163598491149
5546.03654396,6.72283379851,0.160017543559
5547.18815752,7.32897534013,0.162135440256
5548.33977109,7.15755387105,0.160632734324
5549.49138465,7.12713215336,0.159734846313
5550.64299822,6.9998696882,0.158210468249
5551.79461178,7.13425305347,0.159206526056
5552.94622535,7.14872619956,0.158843823901
5554.09783891,7.01258418213,0.157132072885
5555.24945248,7.27892416328,0.159245767504
5556.40106604,7.13388406474,0.158274210787
5557.5526796,6.86668222757,0.156665427214
5558.70429317,7.17663911154,0.160271057873
5559.85590673,6.90151063418,0.166483051925
5561.0075203,6.80946197561,0.158937361484
5562.15913386,6.75691522794,0.159335301534
5563.31074743,6.74604620704,0.159387992939
5564.46236099,6.70349285995,0.158796757324
5565.61397456,6.74468513097,0.15909727204
5566.76558812,7.12235435814,0.161696025371
5567.91720169,7.18679768356,0.161101034356
5569.06881525,6.94078384617,0.157280088584
5570.22042881,6.7946674864,0.156880444542
5571.37204238,6.98554900804,0.15991935722
5572.52365594,6.88517136862,0.160578190035
5573.67526951,6.5095143741,0.191200929163
5574.82688307,7.02066117068,0.266041203506
5575.97849664,7.60024399423,0.313090806614
5577.1301102,7.22377596566,0.313809030997
5578.28172377,6.18966996865,0.316330972335
5579.43333733,6.21075791267,0.328002987087
5580.5849509,6.89676513209,0.226334052562
5581.73656446,6.71868651344,0.168380968209
5582.88817802,6.96344885965,0.166820409266
5584.03979159,6.91159403202,0.160652073807
5585.19140515,6.79445678695,0.153991053032
5586.34301872,6.86329515457,0.155179777747
5587.49463228,7.15734793617,0.15952608247
5588.64624585,7.27068517968,0.163836686078
5589.79785941,6.9778669486,0.161303147667
5590.94947298,6.43940704524,0.154885533059
5592.10108654,6.5191223747,0.1610199872
5593.25270011,7.10175081109,0.16681749759
5594.40431367,6.69182974567,0.154833701922
5595.55592723,6.76167767068,0.155434284678
5596.7075408,7.140626447,0.160752989842
5597.85915436,6.86891574757,0.163863387468
5599.01076793,7.26327681776,0.158984163364
5600.16238149,6.48730675841,0.151570060815
5601.31399506,6.26618774874,0.161555470841
5602.46560862,6.89943805043,0.160453798614
5603.61722219,6.74370469033,0.155963895337
5604.76883575,6.55463476041,0.155992631591
5605.92044932,6.54381814967,0.155621177865
5607.07206288,6.76651793458,0.158075819789
5608.22367644,6.69216485308,0.156877516323
5609.37529001,6.44088035317,0.151629551645
5610.52690357,6.67595740702,0.156765896571
5611.67851714,6.62376958956,0.159979427077
5612.8301307,6.48452849034,0.151917609021
5613.98174427,6.49760456146,0.154406463136
5615.13335783,6.58422373884,0.152477990799
5616.2849714,6.45473251823,0.151555750591
5617.43658496,6.73365199744,0.156129960116
5618.58819853,7.2736487362,0.171876170257
5619.73981209,6.7788502049,0.15747618002
5620.89142565,6.63877848399,0.152020642638
5622.04303922,6.85766926762,0.156819133915
5623.19465278,6.56462710221,0.154862917941
5624.34626635,6.98987205244,0.159062298844
5625.49787991,7.08984152786,0.15944405924
5626.64949348,6.8020530843,0.155990166593
5627.80110704,7.20948334347,0.159217742625
5628.95272061,7.1314504332,0.157349224339
5630.10433417,6.53603444628,0.150953993239
5631.25594774,6.50486892778,0.150448304643
5632.4075613,7.06779167205,0.15670273306
5633.55917486,6.72540348472,0.153989249778
5634.71078843,6.8192748523,0.157676523164
5635.86240199,6.56487274176,0.152062696501
5637.01401556,6.50644070329,0.151342222187
5638.16562912,6.83142077537,0.153402133523
5639.31724269,6.39823118549,0.150740448292
5640.46885625,6.16525477335,0.148538923635
5641.62046982,6.9512653495,0.15965303815
5642.77208338,6.86269323179,0.15846671226
5643.92369695,6.21927377016,0.150921534671
5645.07531051,6.07126058598,0.15243965925
5646.22692407,6.26796704732,0.153332699982
5647.37853764,6.73706024626,0.155038544929
5648.5301512,6.71975589254,0.154258943745
5649.68176477,6.73126812909,0.154725870657
5650.83337833,6.5849850097,0.151945336115
5651.9849919,6.57065215344,0.150466502616
5653.13660546,6.88103890663,0.154668629759
5654.28821903,6.44228325149,0.157339050018
5655.43983259,6.38037890733,0.151336365748
5656.59144616,6.39182073426,0.149491240131
5657.74305972,6.5682068752,0.150998925689
5658.89467328,6.73514753998,0.152303670757
5660.04628685,6.65101281612,0.151201717288
5661.19790041,6.71942660848,0.151946709235
5662.34951398,7.07600206829,0.156179094645
5663.50112754,7.11642459811,0.156544675388
5664.65274111,6.91345538692,0.154714223954
5665.80435467,6.83352194648,0.154618916204
5666.95596824,6.58263555206,0.153047289584
5668.1075818,6.87028052941,0.157086462146
5669.25919537,7.10428343961,0.158796194841
5670.41080893,6.77214964489,0.154941285032
5671.56242249,6.91772707995,0.156208161771
5672.71403606,6.62453297801,0.157433116997
5673.86564962,6.7589856941,0.15596922238
5675.01726319,6.947001068,0.157004571265
5676.16887675,6.8654175015,0.155488067961
5677.32049032,6.68241497446,0.153850266892
5678.47210388,6.35280692611,0.151369221362
5679.62371745,6.11963887276,0.148586370715
5680.77533101,6.42987104244,0.152177558801
5681.92694458,6.79412856168,0.156328863966
5683.07855814,6.7261382858,0.155842994618
5684.2301717,6.69294994674,0.155853135853
5685.38178527,6.57387087864,0.154837837825
5686.53339883,6.59362527516,0.155962472586
5687.6850124,6.78658520389,0.156059484328
5688.83662596,6.70012590399,0.155336578104
5689.98823953,6.31008099606,0.151976438106
5691.13985309,6.54757103502,0.155175046274
5692.29146666,7.10082013364,0.159309212257
5693.44308022,6.62363565248,0.153966948989
5694.59469379,6.00600199135,0.147957514926
5695.74630735,6.70134245506,0.158213611536
5696.89792091,6.92910167364,0.160742253037
5698.04953448,6.54708663806,0.151255963793
5699.20114804,6.41812375425,0.16124023231
5700.35276161,5.96778598235,0.168023940513
5701.50437517,6.36120949295,0.154882158162
5702.65598874,6.23821766203,0.156527519662
5703.8076023,6.38640978192,0.152847508922
5704.95921587,6.02709681751,0.149815528018
5706.11082943,6.04861198376,0.147817704859
5707.262443,6.15755524386,0.147592744819
5708.41405656,6.19766490089,0.148218804738
5709.56567012,6.27697047815,0.149632522579
5710.71728369,5.96148193964,0.145247075669
5711.86889725,5.97716104889,0.145678499989
5713.02051082,6.05752065278,0.147379315678
5714.17212438,6.01466025626,0.148874692789
5715.32373795,6.29417636429,0.153101354109
5716.47535151,6.3870487624,0.151982228371
5717.62696508,6.41176200742,0.151285791926
5718.77857864,6.50107527897,0.153823433153
5719.93019221,6.0603174497,0.152013760496
5721.08180577,6.62849073945,0.154453265015
5722.23341933,6.95478688898,0.162380815113
5723.3850329,6.34205807801,0.151542069023
5724.53664646,6.36984711143,0.149347244529
5725.68826003,6.10375806379,0.156956710595
5726.83987359,6.25152190265,0.15376910393
5727.99148716,6.51603758658,0.150358654808
5729.14310072,6.14146373544,0.154887038528
5730.29471429,6.11019022024,0.155541404567
5731.44632785,6.31487520254,0.150806705459
5732.59794142,6.10802658045,0.148355355713
5733.74955498,6.19701533249,0.14903192328
5734.90116854,6.42896736417,0.151180442203
5736.05278211,6.50072905425,0.153003283575
5737.20439567,6.64720699121,0.15239363492
5738.35600924,6.19843411268,0.148088192919
5739.5076228,6.01567775459,0.145627181704
5740.65923637,6.63565399121,0.15021599924
5741.81084993,6.65578743497,0.152283322114
5742.9624635,6.06677078196,0.146629542627
5744.11407706,5.8921411756,0.145304134588
5745.26569063,6.38822349122,0.150185492819
5746.41730419,6.46121761424,0.15125993426
5747.56891775,6.11112089769,0.14744467949
5748.72053132,6.05417116687,0.145513973766
5749.87214488,6.07768956605,0.147784055151
5751.02375845,6.13395425897,0.150220416384
5752.17537201,6.29348232667,0.149559151659
5753.32698558,6.28791202625,0.149150028128
5754.47859914,6.13998619234,0.14653800682
5755.63021271,5.69412498957,0.142655948944
5756.78182627,6.19021789309,0.1485378483
5757.93343984,6.5104625216,0.152145298757
5759.0850534,6.38770150716,0.149274485723
5760.23666696,6.19042753375,0.145548334848
5761.38828053,5.40874688414,0.149161592113
5762.53989409,5.85578652151,0.152349860522
5763.69150766,6.29317633602,0.148076943263
5764.84312122,6.0499402373,0.146329557306
5765.99473479,6.3378552064,0.149594488815
5767.14634835,6.44068977076,0.15270048584
5768.29796192,6.75687975843,0.156605009942
5769.44957548,6.81427788731,0.155080830402
5770.60118905,6.3149281421,0.152803751068
5771.75280261,6.15905555096,0.147372764407
5772.90441617,6.29127262947,0.149458434147
5774.05602974,6.45705656488,0.149475771853
5775.2076433,6.17089495398,0.147253154091
5776.35925687,6.13194202632,0.147343333321
5777.51087043,5.93123809887,0.144268339025
5778.662484,6.10171036164,0.145493194989
5779.81409756,5.81040514317,0.143131925212
5780.96571113,5.75703730293,0.143085239138
5782.11732469,6.1233578768,0.146597034429
5783.26893826,5.7195942115,0.141657376509
5784.42055182,5.80821397481,0.142475193437
5785.57216538,6.12776138933,0.146560075999
5786.72377895,6.32283678285,0.151784151701
5787.87539251,5.48779041059,0.157752921565
5789.02700608,5.91973486205,0.147774840359
5790.17861964,6.08004590583,0.147463473033
5791.33023321,5.88241776676,0.155854657865
5792.48184677,5.67000625579,0.147423189337
5793.63346034,5.79852074152,0.144647038853
5794.7850739,5.81755092487,0.145180702697
5795.93668746,6.01772386855,0.146709001597
5797.08830103,6.4308970111,0.150419336778
5798.23991459,6.07318176258,0.147823478579
5799.39152816,5.55686965321,0.143790162456
5800.54314172,5.92378897349,0.144877325935
5801.69475529,6.2137802321,0.148419280231
5802.84636885,6.3185317379,0.149879568341
5803.99798242,6.18534798304,0.1510314008
5805.14959598,5.90191487702,0.146844047103
5806.30120955,6.00413957766,0.146437223135
5807.45282311,5.8709679989,0.145543553744
5808.60443667,5.89459545357,0.145832702999
5809.75605024,5.76712387715,0.143957104048
5810.9076638,5.59879090196,0.14256122022
5812.05927737,5.9795983862,0.146220783055
5813.21089093,6.41219399423,0.1495062121
5814.3625045,6.19570772538,0.147951575769
5815.51411806,6.11622850636,0.14799788134
5816.66573163,6.26237080652,0.148472054354
5817.81734519,5.86470366086,0.144482992394
5818.96895876,6.1922227142,0.147808043389
5820.12057232,5.77153162485,0.144339906691
5821.27218588,5.60337970295,0.141829512794
5822.42379945,5.78268069602,0.143392090058
5823.57541301,6.12064895955,0.149689200995
5824.72702658,5.78544096463,0.155070275577
5825.87864014,6.03806060022,0.151739268881
5827.03025371,6.03492551952,0.145930608097
5828.18186727,5.73642263858,0.143320092258
5829.33348084,5.99386083284,0.146173749566
5830.4850944,6.18297417321,0.1491331371
5831.63670797,5.93596983667,0.146148470926
5832.78832153,5.67878892866,0.144787163249
5833.93993509,5.75578422357,0.146722385379
5835.09154866,5.92342210234,0.147140773333
5836.24316222,5.54092319919,0.141658567649
5837.39477579,5.9885451717,0.145634560155
5838.54638935,6.32894706678,0.148951653673
5839.69800292,6.42857614082,0.15010191449
5840.84961648,6.15876491278,0.148205139714
5842.00123005,6.12259925291,0.148512784728
5843.15284361,6.52301819686,0.14967095339
5844.30445718,6.43854942438,0.163845702347
5845.45607074,6.23705193293,0.164741505863
5846.6076843,6.51001200595,0.148666905019
5847.75929787,6.76808600432,0.153218896474
5848.91091143,7.05812702612,0.15733466596
5850.062525,7.17365173222,0.156236831851
5851.21413856,7.4755369216,0.158518080176
5852.36575213,8.31794612775,0.170055214856
5853.51736569,8.81823872651,0.17483550816
5854.66897926,9.17177227924,0.173783235159
5855.82059282,9.26247997877,0.174015937609
5856.97220639,9.86379819715,0.184484735441
5858.12381995,9.53200692138,0.19159281425
5859.27543351,9.49547439036,0.185716837508
5860.42704708,10.2065500793,0.180904714294
5861.57866064,10.110719948,0.181644395741
5862.73027421,9.96241294924,0.183376942078
5863.88188777,10.428089429,0.188810046321
5865.03350134,10.1837437171,0.190290352202
5866.1851149,9.20538254659,0.185854132946
5867.33672847,8.60076089972,0.183178170577
5868.48834203,8.44698312693,0.180302824593
5869.6399556,7.8881626691,0.173756649574
5870.79156916,7.98710882284,0.172184477015
5871.94318272,7.44755730577,0.165085364844
5873.09479629,6.69021773609,0.156574205736
5874.24640985,6.05234898725,0.151237914712
5875.39802342,5.43847297603,0.144894398943
5876.54963698,5.30598590577,0.141224347458
5877.70125055,5.6867584499,0.143865071933
5878.85286411,6.04603435662,0.147209280431
5880.00447768,6.67944718277,0.152926967892
5881.15609124,7.55417546042,0.160759590743
5882.30770481,7.4228011797,0.160238814373
5883.45931837,8.40398561695,0.168181319897
5884.61093193,8.68187542172,0.172649931545
5885.7625455,9.2026910994,0.185107089591
5886.91415906,9.51166224878,0.205080440816
5888.06577263,8.88340202993,0.221946438439
5889.21738619,8.22985152486,0.227281935369
5890.36899976,8.46353044495,0.226387504973
5891.52061332,8.83663522333,0.22373895537
5892.67222689,8.75190651762,0.216818299144
5893.82384045,8.43645980136,0.206950580375
5894.97545402,8.170072704,0.199863875913
5896.12706758,8.07263321013,0.205530443613
5897.27868114,7.40122725053,0.212336353344
5898.43029471,7.2522108617,0.185526767946
5899.58190827,7.56886407052,0.169580049225
5900.73352184,7.4352435643,0.161899660694
5901.8851354,7.10488165662,0.158306718985
5903.03674897,6.9286141003,0.156679902875
5904.18836253,6.93794046245,0.158264747841
5905.3399761,6.84070213889,0.158920222302
5906.49158966,6.73695542593,0.156284808327
5907.64320323,6.50739308596,0.163291888383
5908.79481679,6.3350933496,0.16580658362
5909.94643035,6.59174750899,0.152769174918
5911.09804392,6.46825010528,0.152336724894
5912.24965748,6.16895154276,0.153883221767
5913.40127105,6.52034051396,0.159004859422
5914.55288461,6.36091673718,0.159382450828
5915.70449818,6.07869806465,0.157837889558
5916.85611174,6.06169387824,0.156295627849
5918.00772531,5.94330725957,0.153271984925
5919.15933887,6.24222889243,0.151341494268
5920.31095244,6.03817547906,0.147838450549
5921.462566,5.65427420698,0.145168195726
5922.61417956,5.87296434968,0.149769933823
5923.76579313,6.00448633177,0.153014417426
5924.91740669,5.88754919824,0.150325153993
5926.06902026,5.93800642151,0.150674521997
